x_1,x_2,y
2.278,0.766,10.030
2.202,0.701,9.962
2.248,0.817,9.984
2.160,0.841,9.987
2.304,0.766,9.915
2.233,0.835,10.011
2.159,0.722,9.988
2.145,0.816,9.899
2.080,0.777,9.991
2.193,0.714,10.058
2.149,0.746,9.889
2.190,0.868,9.949
2.227,0.694,9.989
2.230,0.740,10.000
2.196,0.798,9.950
2.178,0.762,9.977
2.134,0.833,10.015
2.263,0.796,9.918
2.267,0.714,9.997
2.242,0.824,9.988
2.174,0.873,10.007
2.151,0.783,9.896
2.187,0.831,9.966
2.154,0.776,10.104
2.212,0.756,9.984
2.213,0.794,10.022
2.146,0.863,10.013
2.167,0.915,9.993
2.154,0.811,9.942
2.202,0.837,9.954
2.183,0.811,9.970
2.161,0.764,10.018
2.278,0.800,10.043
2.236,0.808,9.959
2.180,0.715,10.037
2.205,0.792,10.033
2.244,0.751,10.004
2.212,0.821,9.939
2.236,0.790,9.917
2.178,0.722,9.881
2.303,0.813,10.036
2.191,0.827,10.094
2.159,0.901,9.997
2.157,0.762,9.945
2.194,0.704,10.002
2.253,0.743,9.969
2.243,0.750,9.950
2.242,0.713,10.027
2.178,0.846,10.043
2.252,0.763,9.986
2.224,0.772,9.981
2.177,0.906,10.020
2.201,0.759,9.956
2.246,0.795,9.981
2.166,0.778,10.057
2.210,0.707,10.027
2.242,0.781,9.954
2.146,0.801,10.010
2.234,0.832,9.881
2.303,0.775,9.997
2.263,0.827,9.972
2.233,0.810,10.031
2.181,0.832,10.081
2.223,0.849,9.904
2.233,0.801,10.074
2.161,0.752,10.024
2.306,0.748,10.051
2.218,0.736,10.037
2.257,0.756,10.144
2.209,0.811,10.083
2.261,0.850,9.971
2.259,0.783,9.952
2.155,0.819,9.874
2.163,0.762,9.986
2.129,0.770,10.007
2.188,0.778,10.001
2.180,0.861,9.951
2.279,0.780,10.029
2.178,0.810,9.989
2.206,0.833,10.054
2.292,0.759,10.020
2.254,0.763,9.918
2.186,0.841,10.049
2.210,0.732,9.941
2.298,0.745,9.996
2.235,0.749,10.009
2.176,0.878,9.994
2.243,0.831,9.995
2.161,0.742,10.085
2.277,0.822,9.998
2.249,0.808,10.055
2.159,0.726,9.969
2.177,0.796,9.965
2.233,0.774,10.007
2.231,0.817,10.012
2.270,0.729,10.075
2.022,0.740,10.002
2.165,0.806,10.064
2.294,0.728,10.051
2.133,0.737,9.973
2.239,0.831,10.035
2.142,0.811,9.932
2.181,0.798,9.983
2.250,0.784,10.062
2.171,0.714,9.975
2.248,0.808,10.009
2.131,0.814,10.004
2.231,0.805,9.942
2.127,0.767,9.996
2.291,0.875,10.084
2.246,0.781,9.979
2.217,0.757,10.003
2.241,0.884,10.021
2.195,0.869,9.958
2.208,0.721,9.985
2.169,0.776,9.939
2.226,0.777,10.056
2.237,0.809,9.943
2.248,0.790,10.000
2.241,0.736,9.989
2.113,0.734,9.983
2.207,0.802,10.047
2.172,0.848,9.982
2.250,0.828,9.972
2.180,0.823,10.026
2.165,0.695,9.990
2.140,0.744,9.999
2.175,0.842,9.969
2.210,0.746,9.882
2.323,0.813,10.091
2.214,0.848,9.991
2.211,0.771,10.083
2.190,0.758,9.928
2.145,0.852,10.012
2.268,0.778,10.041
2.242,0.727,9.990
2.079,0.822,9.979
2.269,0.863,9.968
2.144,0.750,9.905
2.097,0.847,10.016
2.155,0.750,10.042
2.179,0.765,9.931
2.319,0.806,9.986
2.199,0.734,9.987
2.289,0.714,10.006
2.292,0.840,10.025
2.275,0.824,10.059
2.121,0.697,9.942
2.202,0.841,10.036
2.251,0.852,9.989
2.199,0.830,9.989
2.206,0.755,9.985
2.156,0.771,10.053
2.171,0.727,10.084
2.278,0.830,9.954
2.206,0.722,9.973
2.247,0.775,9.999
2.258,0.720,10.041
2.194,0.705,10.005
2.178,0.834,9.967
2.141,0.717,9.985
2.208,0.782,9.950
2.287,0.780,10.051
2.281,0.805,9.990
2.241,0.785,10.009
2.175,0.675,9.979
2.157,0.796,10.055
2.198,0.791,9.997
2.267,0.820,9.969
2.154,0.771,10.024
2.206,0.699,10.006
2.238,0.829,10.056
2.210,0.813,10.026
2.157,0.757,10.061
2.174,0.833,9.854
2.138,0.825,9.984
2.209,0.867,9.983
2.188,0.802,10.037
2.139,0.754,10.002
2.198,0.830,9.930
2.172,0.787,10.021
2.226,0.838,10.027
2.267,0.799,9.963
2.212,0.723,10.074
2.253,0.865,10.151
2.233,0.817,10.060
2.227,0.816,10.052
2.163,0.861,9.983
2.270,0.745,10.071
2.300,0.799,10.014
2.305,0.838,9.919
2.228,0.690,9.921
2.224,0.767,10.041
2.258,0.774,9.995
2.245,0.836,10.056
2.209,0.840,10.016
2.167,0.709,9.944
2.192,0.789,9.958
2.208,0.858,10.081
2.152,0.788,9.973
2.149,0.763,9.997
2.270,0.746,9.948
2.241,0.811,9.987
2.283,0.782,10.081
2.214,0.778,9.978
2.271,0.699,9.944
2.186,0.827,9.937
2.210,0.816,9.965
2.160,0.743,10.025
2.151,0.777,9.922
2.191,0.812,9.950
2.094,0.836,9.963
2.272,0.773,9.923
2.280,0.842,9.995
2.192,0.877,10.026
2.167,0.768,9.919
2.232,0.863,10.042
2.194,0.790,9.965
2.207,0.780,9.990
2.165,0.830,10.060
2.252,0.814,10.057
2.298,0.807,10.012
2.189,0.801,10.052
2.214,0.859,10.043
2.220,0.862,10.004
2.307,0.835,9.980
2.197,0.827,9.958
2.292,0.781,9.993
2.248,0.896,10.100
2.262,0.822,9.956
2.275,0.814,9.926
2.189,0.821,10.003
2.201,0.693,10.016
2.307,0.836,10.085
2.266,0.875,9.992
2.188,0.768,10.002
2.290,0.704,9.940
2.168,0.799,10.002
2.232,0.792,10.029
2.220,0.821,9.996
2.194,0.780,9.933
2.280,0.810,9.927
2.179,0.807,10.029
2.306,0.741,10.006
2.220,0.780,10.072
2.208,0.793,9.963
2.146,0.819,10.043
2.185,0.751,9.956
2.240,0.777,9.958
2.217,0.755,10.036
2.279,0.919,9.983
2.233,0.883,10.087
2.202,0.835,9.977
2.183,0.734,9.930
2.211,0.807,9.981
2.160,0.806,9.983
2.196,0.772,10.055
2.109,0.746,10.097
2.175,0.696,9.987
2.225,0.818,10.000
2.134,0.754,10.027
2.246,0.733,9.961
2.236,0.780,9.925
2.255,0.859,10.008
2.215,0.894,10.031
2.148,0.859,10.070
2.227,0.790,9.989
2.185,0.848,10.033
2.265,0.871,10.029
2.234,0.793,10.003
2.276,0.760,9.991
2.201,0.748,9.934
2.290,0.800,10.058
2.224,0.784,9.969
2.276,0.820,10.030
2.181,0.799,9.966
2.266,0.740,10.041
2.236,0.760,10.002
2.250,0.845,9.990
2.287,0.682,9.978
2.326,0.789,9.975
2.256,0.795,9.966
2.180,0.780,9.884
2.270,0.832,9.927
2.145,0.879,9.995
2.272,0.795,9.909
2.271,0.890,9.999
2.247,0.856,9.931
2.187,0.883,9.911
2.154,0.766,9.963
2.213,0.837,9.982
2.283,0.812,10.029
2.212,0.742,9.977
2.211,0.902,9.989
2.271,0.802,9.984
2.265,0.717,9.949
2.194,0.773,9.979
2.232,0.771,9.986
2.188,0.739,9.960
2.197,0.807,10.072
2.146,0.786,9.941
2.289,0.806,10.063
2.136,0.808,10.008
2.154,0.792,9.974
2.268,0.730,10.007
2.213,0.787,10.031
2.213,0.763,10.036
2.224,0.935,10.020
2.186,0.753,10.026
2.250,0.754,9.999
2.253,0.803,9.990
2.203,0.804,10.041
2.305,0.793,9.989
2.192,0.763,9.960
2.196,0.807,10.021
2.195,0.776,10.032
2.235,0.916,10.012
2.229,0.852,9.944
2.177,0.797,10.022
2.216,0.824,10.052
2.224,0.805,9.935
2.242,0.788,10.070
2.192,0.876,9.967
2.240,0.728,9.993
2.281,0.827,10.015
2.241,0.772,9.918
2.235,0.732,9.955
2.159,0.782,9.938
2.201,0.821,10.022
2.181,0.768,10.033
2.279,0.856,9.999
2.214,0.719,10.067
2.225,0.758,10.072
2.232,0.748,10.083
2.194,0.773,9.936
2.240,0.853,9.986
2.251,0.781,10.016
2.242,0.804,10.042
2.275,0.847,9.934
2.251,0.789,10.003
2.191,0.734,10.015
2.230,0.769,10.060
2.133,0.681,9.901
2.247,0.898,10.077
2.304,0.837,9.964
2.124,0.848,9.994
2.185,0.821,10.036
2.217,0.689,10.018
2.203,0.868,9.961
2.217,0.848,10.031
2.253,0.769,9.961
2.262,0.774,9.958
2.177,0.775,10.030
2.225,0.776,9.964
2.294,0.778,10.032
2.249,0.903,9.956
2.207,0.648,10.035
2.159,0.803,9.998
2.348,0.745,10.070
2.206,0.881,9.967
2.194,0.783,10.001
2.165,0.799,9.866
2.252,0.785,9.978
2.201,0.802,10.031
2.172,0.805,9.994
2.263,0.792,9.966
2.265,0.726,10.014
2.213,0.748,10.049
2.210,0.806,9.983
2.287,0.841,10.010
2.226,0.780,9.955
2.241,0.813,10.048
2.216,0.743,10.018
2.214,0.860,10.059
2.191,0.820,10.058
2.171,0.786,10.010
2.207,0.791,9.986
2.234,0.818,10.022
2.225,0.787,9.997
2.187,0.897,9.995
2.213,0.900,9.972
2.193,0.774,9.926
2.187,0.859,9.934
2.185,0.839,9.956
2.270,0.809,10.039
2.200,0.935,10.047
2.242,0.726,9.992
2.161,0.843,10.072
2.207,0.730,9.995
2.178,0.861,10.009
2.211,0.809,9.942
2.259,0.818,9.995
2.236,0.763,9.990
2.174,0.819,10.009
2.318,0.825,9.954
2.290,0.796,9.920
2.283,0.752,9.957
2.217,0.823,9.851
2.259,0.755,9.953
2.303,0.840,10.085
2.180,0.862,10.012
2.172,0.775,10.023
2.182,0.805,9.892
2.281,0.802,9.946
2.211,0.770,10.126
2.203,0.957,10.054
2.250,0.814,9.963
2.303,0.814,9.971
2.270,0.686,10.039
2.240,0.835,10.000
2.287,0.813,10.033
2.267,0.818,9.984
2.191,0.887,9.982
2.218,0.829,10.025
2.205,0.786,9.973
2.191,0.782,10.028
2.188,0.752,9.926
2.239,0.824,9.944
2.239,0.834,9.936
2.199,0.718,10.079
2.249,0.754,9.990
2.188,0.709,10.068
2.230,0.744,9.915
2.292,0.835,9.982
2.141,0.780,9.977
2.284,0.825,9.990
2.256,0.737,9.992
2.257,0.661,10.140
2.264,0.787,10.068
2.263,0.834,10.090
2.228,0.791,10.007
2.245,0.734,9.983
2.208,0.805,9.926
2.318,0.782,9.991
2.192,0.897,9.967
2.296,0.884,9.929
2.265,0.822,9.932
2.098,0.769,10.021
2.230,0.826,10.045
2.230,0.728,9.960
2.215,0.846,9.919
2.234,0.887,9.940
2.236,0.825,10.019
2.283,0.827,10.052
2.271,0.936,9.996
2.263,0.778,9.986
2.167,0.841,9.924
2.299,0.886,10.057
2.264,0.786,10.004
2.188,0.830,10.075
2.255,0.741,10.007
2.212,0.758,10.058
2.185,0.770,9.964
2.137,0.773,9.984
2.216,0.843,10.041
2.231,0.838,9.972
2.287,0.834,9.961
2.181,0.803,9.991
2.252,0.734,9.990
2.220,0.854,9.946
2.233,0.811,10.003
2.212,0.809,9.990
2.201,0.936,9.926
2.263,0.779,9.999
2.228,0.765,10.020
2.218,0.848,9.951
2.270,0.744,9.982
2.276,0.873,9.886
2.219,0.810,9.985
2.211,0.887,10.024
2.301,0.850,10.007
2.217,0.749,10.117
2.197,0.794,9.994
2.282,0.845,10.012
2.358,0.796,9.998
2.272,0.808,9.988
2.230,0.856,9.929
2.175,0.755,10.036
2.289,0.793,10.049
2.257,0.785,9.951
2.281,0.762,10.021
2.272,0.826,10.068
2.277,0.680,10.023
2.264,0.767,9.998
2.202,0.844,9.953
2.169,0.852,9.941
2.265,0.826,9.987
2.227,0.836,9.929
2.183,0.759,9.957
2.123,0.875,10.042
2.186,0.833,9.939
2.246,0.868,10.013
2.278,0.804,9.996
2.237,0.773,9.912
2.225,0.746,9.968
2.177,0.782,9.962
2.250,0.790,10.061
2.206,0.887,10.038
2.202,0.842,10.014
2.254,0.783,10.015
2.312,0.840,10.024
2.358,0.732,9.938
2.260,0.772,9.956
2.338,0.843,9.997
2.210,0.825,10.008
2.206,0.836,10.004
2.247,0.817,10.003
2.248,0.800,10.019
2.197,0.817,9.904
2.317,0.772,9.982
2.245,0.846,9.986
2.241,0.891,9.978
2.280,0.640,9.997
2.287,0.911,9.943
2.229,0.826,9.928
2.270,0.870,10.037
2.335,0.843,9.975
2.276,0.831,10.000
2.275,0.864,9.981
2.256,0.910,10.028
2.278,0.828,10.008
2.218,0.844,10.031
2.332,0.839,9.969
2.216,0.842,9.994
2.236,0.755,10.065
2.189,0.823,9.962
2.218,0.792,10.029
2.240,0.834,9.896
2.228,0.894,9.974
2.293,0.881,10.031
2.352,0.764,10.012
2.241,0.806,10.149
2.201,0.822,10.014
2.151,0.805,10.005
2.277,0.773,9.957
2.251,0.812,10.009
2.271,0.791,10.010
2.290,0.808,9.939
2.165,0.893,9.962
2.265,0.767,10.107
2.303,0.816,9.993
2.228,0.809,9.912
2.193,0.720,9.996
2.264,0.794,9.952
2.233,0.814,10.020
2.392,0.784,9.945
2.279,0.747,9.973
2.345,0.782,9.936
2.295,0.715,9.979
2.242,0.831,10.022
2.271,0.951,9.972
2.228,0.822,10.012
2.344,0.888,10.009
2.216,0.767,10.040
2.247,0.838,10.061
2.321,0.787,9.949
2.264,0.795,9.988
2.263,0.813,10.108
2.199,0.765,9.994
2.255,0.859,10.068
2.222,0.798,9.971
2.267,0.778,9.969
2.241,0.772,9.982
2.296,0.780,9.957
2.236,0.820,10.029
2.277,0.691,10.020
2.244,0.853,9.924
2.245,0.679,9.951
2.205,0.750,10.025
2.247,0.890,9.984
2.273,0.828,9.950
2.256,0.825,10.050
2.212,0.808,9.975
2.246,0.713,10.015
2.333,0.756,10.011
2.297,0.828,9.970
2.258,0.804,10.053
2.310,0.933,9.996
2.201,0.808,10.014
2.246,0.802,9.949
2.394,0.810,9.965
2.245,0.773,9.977
2.266,0.867,9.881
2.235,0.822,10.015
2.226,0.767,10.029
2.274,0.812,9.905
2.267,0.791,10.008
2.312,0.837,9.946
2.339,0.799,10.006
2.293,0.714,9.993
2.270,0.762,9.962
2.203,0.803,9.952
2.307,0.872,9.950
2.348,0.748,10.002
2.284,0.886,9.914
2.289,0.848,9.964
2.294,0.866,10.015
2.331,0.747,9.991
2.318,0.765,9.937
2.263,0.787,9.936
2.264,0.900,9.986
2.185,0.882,10.003
2.226,0.812,9.989
2.235,0.818,10.025
2.230,0.813,9.968
2.242,0.856,9.996
2.249,0.822,10.050
2.232,0.776,10.001
2.200,0.869,10.022
2.294,0.798,10.026
2.217,0.928,9.952
2.243,0.757,9.973
2.108,0.809,10.021
2.246,0.824,9.878
2.207,0.886,10.004
2.208,0.873,10.010
2.238,0.850,9.991
2.201,0.888,9.981
2.222,0.749,9.966
2.346,0.817,10.014
2.322,0.845,10.060
2.244,0.759,9.954
2.327,0.843,10.015
2.281,0.809,9.951
2.310,0.834,10.073
2.242,0.814,9.880
2.258,0.880,9.962
2.325,0.793,9.932
2.279,0.770,10.005
2.306,0.848,9.954
2.331,0.869,9.937
2.293,0.742,9.939
2.309,0.824,9.982
2.321,0.900,9.889
2.271,0.785,10.003
2.237,0.796,9.983
2.270,0.854,10.014
2.268,0.851,10.054
2.211,0.855,9.918
2.245,0.893,9.962
2.367,0.744,9.932
2.183,0.790,9.945
2.351,0.867,10.054
2.320,0.810,9.865
2.223,0.790,9.924
2.281,0.813,10.057
2.361,0.807,9.970
2.340,0.954,9.985
2.269,0.793,9.995
2.264,0.797,9.993
2.217,0.767,9.940
2.344,0.922,10.081
2.257,0.844,9.945
2.262,0.903,10.045
2.240,0.858,9.876
2.282,0.872,10.025
2.284,0.829,9.989
2.331,0.834,10.035
2.183,0.807,9.938
2.194,0.881,9.944
2.248,0.869,9.980
2.315,0.785,10.011
2.233,0.786,10.024
2.295,0.822,9.995
2.367,0.817,9.995
2.301,0.893,10.047
2.258,0.783,9.919
2.350,0.746,9.962
2.322,0.819,9.947
2.305,0.842,9.864
2.338,0.904,9.982
2.263,0.746,9.937
2.243,0.910,9.965
2.271,0.773,10.063
2.294,0.893,9.965
2.265,0.836,10.009
2.247,0.742,9.967
2.266,0.833,9.966
2.264,0.833,9.971
2.292,0.831,10.024
2.216,0.820,9.977
2.277,0.929,9.970
2.348,0.762,9.920
2.170,0.787,9.985
2.262,0.913,10.026
2.329,0.742,10.044
2.260,0.817,9.867
2.244,0.820,9.877
2.325,0.807,10.006
2.225,0.782,10.103
2.338,0.790,10.040
2.289,0.827,9.946
2.255,0.838,9.973
2.274,0.734,9.936
2.260,0.711,9.990
2.187,0.828,9.970
2.257,0.777,10.035
2.260,0.848,10.045
2.298,0.845,10.026
2.298,0.866,9.991
2.236,0.838,9.990
2.295,0.812,10.055
2.242,0.757,9.923
2.259,0.794,9.869
2.286,0.863,9.908
2.271,0.813,9.986
2.260,0.773,9.904
2.262,0.829,9.995
2.367,0.960,9.917
2.232,0.783,9.981
2.278,0.769,9.944
2.323,0.764,9.948
2.155,0.840,9.932
2.272,0.802,10.038
2.230,0.816,9.953
2.210,0.741,9.988
2.325,0.833,9.932
2.239,0.752,9.960
2.253,0.764,10.009
2.412,0.961,9.974
2.289,0.748,10.075
2.252,0.875,10.023
2.191,0.858,9.941
2.284,0.845,10.040
2.355,0.789,9.960
2.314,0.819,10.001
2.266,0.851,9.987
2.284,0.874,10.054
2.279,0.808,10.004
2.322,0.868,10.024
2.199,0.788,10.043
2.289,0.921,9.972
2.271,0.799,10.068
2.267,0.739,9.974
2.294,0.842,9.907
2.287,0.857,9.924
2.285,0.837,9.984
2.375,0.885,10.045
2.307,0.790,9.991
2.280,0.741,9.988
2.358,0.809,9.977
2.223,0.828,9.883
2.311,0.887,9.931
2.219,0.836,9.997
2.354,0.829,9.993
2.199,0.822,9.938
2.367,0.762,9.958
2.291,0.806,9.898
2.242,0.731,10.078
2.217,0.733,9.970
2.302,0.851,9.973
2.214,0.837,9.948
2.280,0.802,9.959
2.316,0.772,9.998
2.297,0.812,9.913
2.274,0.721,9.960
2.282,0.762,10.003
2.260,0.847,9.945
2.238,0.942,9.953
2.269,0.895,9.990
2.298,0.797,10.075
2.192,0.809,10.051
2.227,0.836,10.011
2.275,0.849,9.948
2.253,0.758,9.988
2.293,0.834,10.037
2.268,0.841,9.925
2.241,0.841,9.928
2.272,0.885,9.968
2.210,0.752,9.873
2.369,0.913,9.898
2.279,0.841,9.919
2.277,0.798,9.993
2.239,0.716,10.034
2.314,0.867,9.949
2.292,0.767,9.973
2.178,0.835,9.985
2.345,0.850,9.954
2.299,0.719,9.923
2.343,0.876,10.016
2.186,0.861,9.892
2.314,0.787,9.936
2.188,0.754,9.836
2.227,0.803,9.949
2.247,0.752,9.956
2.257,0.862,9.946
2.259,0.870,9.937
2.258,0.838,9.986
2.292,0.790,9.909
2.280,0.756,10.009
2.365,0.758,10.094
2.239,0.739,9.936
2.305,0.793,9.947
2.255,0.922,9.931
2.223,0.847,9.959
2.335,0.850,9.991
2.292,0.860,9.907
2.165,0.816,9.938
2.261,0.792,10.043
2.234,0.811,9.976
2.286,0.864,9.993
2.337,0.816,10.019
2.270,0.854,9.950
2.266,0.855,9.938
2.214,0.908,10.015
2.288,0.700,9.988
2.210,0.738,9.932
2.310,0.989,9.897
2.336,0.863,9.970
2.198,0.793,9.968
2.243,0.791,10.063
2.294,0.898,10.007
2.293,0.885,9.979
2.272,0.863,9.891
2.263,0.957,9.980
2.221,0.735,9.926
2.338,0.873,10.047
2.245,0.842,10.122
2.148,0.864,9.940
2.328,0.875,9.935
2.236,0.812,9.966
2.298,0.779,10.039
2.380,0.887,9.994
2.318,0.732,10.020
2.256,0.901,9.842
2.306,0.781,9.969
2.220,0.858,9.954
2.257,0.839,9.982
2.273,0.823,10.021
2.299,0.874,9.962
2.219,0.827,9.947
2.249,0.764,9.976
2.283,0.894,9.949
2.221,0.716,9.981
2.324,0.892,9.986
2.303,0.811,9.953
2.270,0.761,10.033
2.278,0.702,9.976
2.312,0.899,9.984
2.378,0.732,9.968
2.306,0.772,9.965
2.278,0.749,9.978
2.299,0.766,9.964
2.278,0.812,9.901
2.334,0.893,9.922
2.370,0.858,9.882
2.279,0.779,9.968
2.304,0.893,9.949
2.224,0.819,9.967
2.273,0.816,9.953
2.313,0.751,9.969
2.311,0.800,9.978
2.269,0.856,9.917
2.299,0.830,9.934
2.311,0.854,9.927
2.317,0.846,9.980
2.333,0.919,9.963
2.269,0.810,9.947
2.292,0.764,9.933
2.295,0.859,9.974
2.404,0.804,9.963
2.331,0.828,9.986
2.257,0.845,9.995
2.278,0.847,10.034
2.287,0.803,9.940
2.324,0.768,10.014
2.268,0.884,9.926
2.253,0.762,9.899
2.263,0.827,9.941
2.368,0.867,9.877
2.317,0.808,9.873
2.315,0.763,9.962
2.338,0.835,9.898
2.315,0.737,9.946
2.245,0.841,9.953
2.290,0.837,10.025
2.319,0.807,9.979
2.388,0.774,9.981
2.318,0.852,9.911
2.341,0.910,9.919
2.279,0.751,10.106
2.274,0.786,9.959
2.289,0.788,9.991
2.277,0.753,9.988
2.290,0.939,9.958
2.297,0.847,9.920
2.320,0.872,9.932
2.346,0.803,9.962
2.292,0.879,9.978
2.303,0.842,9.941
2.225,0.675,9.994
2.263,0.820,9.929
2.409,0.878,9.994
2.324,0.815,9.957
2.275,0.857,9.894
2.181,0.930,9.956
2.361,0.851,9.882
2.264,0.773,9.979
2.287,0.766,9.982
2.349,0.814,10.022
2.244,0.921,10.010
2.313,0.864,9.962
2.304,0.775,9.919
2.264,0.846,9.998
2.233,0.793,9.875
2.443,0.811,9.959
2.333,0.767,10.003
2.229,0.833,9.976
2.308,0.794,9.985
2.337,0.711,10.066
2.290,0.795,10.031
2.248,0.894,9.906
2.304,0.778,9.983
2.181,0.888,9.951
2.268,0.733,9.938
2.275,0.890,9.949
2.342,0.876,9.877
2.331,0.925,9.968
2.261,0.837,10.060
2.354,0.839,10.046
2.221,0.761,9.950
2.264,0.864,10.022
2.243,0.838,9.936
2.371,0.760,10.079
2.432,0.892,10.054
2.228,0.798,9.906
2.247,0.878,9.914
2.196,0.814,10.014
2.282,0.897,10.041
2.315,0.793,9.988
2.315,0.901,10.048
2.302,0.893,10.026
2.323,0.734,9.849
2.303,0.791,9.985
2.302,0.889,9.955
2.339,0.798,9.936
2.265,0.885,9.974
2.300,0.853,9.915
2.383,0.792,9.947
2.279,0.739,9.900
2.311,0.810,9.866
2.327,0.816,9.947
2.269,0.909,9.949
2.239,0.830,9.988
2.327,0.873,9.853
2.340,0.806,9.981
2.370,0.811,9.984
2.339,0.788,9.985
2.269,0.819,10.024
2.226,0.846,9.966
2.323,0.870,9.895
2.259,0.883,10.065
2.334,0.833,9.945
2.224,0.860,9.929
2.226,0.879,10.015
2.339,0.777,9.834
2.272,0.915,9.912
2.315,0.909,9.924
2.162,0.738,9.986
2.273,0.858,10.006
2.245,0.881,9.992
2.335,0.774,9.946
2.229,0.755,9.950
2.266,0.914,9.970
2.245,0.799,9.972
2.292,0.893,10.013
2.268,0.824,9.965
2.300,0.804,9.985
2.248,0.887,9.895
2.263,0.833,9.970
2.271,0.820,9.928
2.348,0.812,9.997
2.319,0.821,9.881
2.414,0.756,9.822
2.240,0.856,9.938
2.296,0.837,9.974
2.294,0.827,9.904
2.371,0.890,10.042
2.253,0.905,9.924
2.265,0.810,9.994
2.281,0.898,9.959
2.324,0.903,10.004
2.372,0.826,9.967
2.292,0.784,9.928
2.302,0.808,10.001
2.381,0.893,9.974
2.283,0.880,9.973
2.327,0.823,9.934
2.360,0.804,9.903
2.362,0.864,9.917
2.422,0.798,9.954
2.293,0.843,9.972
2.258,0.844,9.966
2.307,0.802,9.945
2.273,0.806,9.900
2.284,0.859,9.913
2.264,0.859,9.911
2.362,0.875,9.982
2.352,0.739,9.880
2.209,0.836,9.924
2.280,0.869,9.947
2.377,0.856,10.063
2.240,0.867,9.955
2.247,0.881,10.043
2.392,0.860,9.965
2.252,0.692,9.966
2.311,0.925,9.939
2.413,0.818,9.942
2.333,0.800,9.926
2.305,0.831,10.066
2.305,0.830,9.931
2.425,0.862,9.902
2.308,0.795,10.035
2.402,0.823,9.965
2.321,0.774,10.016
2.268,0.906,9.871
2.281,0.826,9.895
2.395,0.772,9.988
2.313,0.865,9.979
2.382,0.942,9.927
2.238,0.868,9.965
2.235,0.897,9.951
2.310,0.752,10.000
2.270,0.888,9.990
2.378,0.815,9.926
2.276,0.808,9.914
2.313,0.829,9.951
2.281,0.833,9.973
2.391,0.713,9.961
2.404,0.865,9.952
2.194,0.814,9.943
2.297,0.783,9.933
2.367,0.882,9.942
2.338,0.927,10.006
2.343,0.894,9.907
2.209,0.939,9.965
2.377,0.813,9.948
2.300,0.845,9.892
2.291,0.799,9.959
2.264,0.762,9.985
2.298,0.850,9.977
2.273,0.836,9.938
2.166,0.789,9.910
2.273,0.764,9.910
2.279,0.850,9.884
2.286,0.924,9.976
2.266,0.945,9.913
2.364,0.875,9.945
2.276,0.893,9.997
2.331,0.816,9.922
2.286,0.869,9.910
2.258,0.760,9.946
2.274,0.827,10.108
2.324,0.916,9.951
2.279,0.826,9.841
2.246,0.820,10.047
2.291,0.820,9.960
2.297,0.795,10.001
2.374,0.860,9.964
2.455,0.897,9.910
2.246,0.892,9.935
2.310,0.871,9.949
2.335,0.816,9.984
2.297,0.834,10.086
2.277,0.865,9.940
2.330,0.850,9.846
2.295,0.882,9.982
2.322,0.907,9.890
2.304,0.837,9.911
2.292,0.787,9.943
2.252,0.881,9.902
2.298,0.888,10.001
2.329,0.823,9.918
2.273,0.820,10.000
2.278,0.864,9.951
2.205,0.884,9.906
2.212,0.808,9.941
2.380,0.827,9.935
2.299,0.824,9.951
2.339,0.844,9.979
2.295,0.943,9.965
2.340,0.885,9.878
2.310,0.791,9.958
2.369,0.873,9.892
2.359,0.797,9.946
2.339,0.901,10.003
2.242,0.878,9.876
2.264,0.829,9.957
2.262,0.785,9.874
2.305,0.860,9.958
2.394,0.876,10.011
2.322,0.832,9.999
2.356,0.866,9.949
2.236,0.870,9.927
2.389,0.881,9.947
2.287,0.948,9.992
2.287,0.898,9.871
2.367,0.826,9.959
2.256,0.765,9.903
2.291,0.959,9.858
2.264,0.839,9.930
2.368,0.935,9.897
2.243,0.860,10.033
2.278,0.837,10.000
2.374,0.791,9.950
2.393,0.904,9.963
2.313,0.882,10.013
2.388,0.847,9.974
2.350,0.739,9.956
2.358,0.815,9.898
2.381,0.804,10.025
2.336,0.805,9.880
2.342,0.825,9.926
2.269,0.798,9.952
2.339,0.893,9.990
2.247,0.820,9.950
2.323,0.839,9.979
2.318,0.737,9.854
2.355,0.837,9.906
2.255,0.836,9.948
2.255,0.935,9.942
2.246,0.843,9.966
2.377,0.864,9.974
2.358,0.763,9.953
2.310,0.921,9.955
2.333,0.784,9.967
2.325,0.848,9.959
2.355,0.749,9.934
2.184,0.771,9.981
2.363,0.837,9.963
2.191,0.899,9.913
2.337,0.808,10.040
2.285,0.803,9.929
2.257,0.766,9.859
2.314,0.829,9.890
2.277,0.839,9.897
2.366,0.862,9.768
2.294,0.759,9.976
2.362,0.907,9.954
2.271,0.846,9.951
2.367,0.902,9.950
2.248,0.846,9.867
2.320,0.888,9.931
2.233,0.818,9.972
2.356,0.799,9.952
2.336,0.827,9.876
2.289,0.881,9.914
2.370,0.855,9.916
2.275,0.850,9.840
2.286,0.856,9.945
2.362,0.858,9.956
2.208,0.887,10.036
2.360,0.828,10.011
2.333,0.831,10.025
2.312,0.883,9.826
2.393,0.807,9.884
2.382,0.878,9.922
2.309,0.950,9.912
2.329,0.803,9.932
2.360,0.773,9.841
2.361,0.900,9.857
2.376,0.774,9.946
2.282,0.825,9.893
2.277,0.782,9.817
2.321,0.834,9.966
