x_1,x_2,x_3,y
-0.021,0.060,0.007,0.000
-0.063,0.162,0.149,1.000
0.342,0.202,0.127,1.000
0.401,0.180,0.203,1.000
0.276,0.299,0.182,1.000
-0.083,0.058,0.036,0.000
0.354,0.209,0.122,1.000
0.010,-0.045,-0.068,0.000
0.032,0.090,-0.002,0.000
0.217,0.214,0.340,1.000
0.187,0.218,0.118,1.000
0.254,0.185,0.285,1.000
0.098,0.140,0.226,1.000
0.025,0.005,-0.018,0.000
0.014,0.227,0.164,1.000
0.249,0.224,0.230,1.000
-0.030,-0.053,0.058,0.000
-0.032,-0.012,0.006,0.000
0.050,0.077,-0.072,0.000
0.260,0.205,0.194,1.000
-0.017,-0.057,0.063,0.000
0.092,0.043,-0.050,0.000
-0.009,-0.009,0.023,0.000
-0.016,0.025,-0.002,0.000
0.130,0.142,0.175,1.000
-0.018,0.013,-0.050,0.000
0.339,0.200,0.200,1.000
0.182,0.171,0.213,1.000
-0.044,-0.020,0.050,0.000
0.004,0.188,0.246,1.000
-0.072,-0.077,-0.041,0.000
0.242,0.200,0.260,1.000
0.075,-0.014,0.028,0.000
0.333,0.283,0.187,1.000
0.255,0.170,0.176,1.000
0.079,0.237,0.189,1.000
0.002,-0.018,-0.117,0.000
-0.028,0.027,0.125,0.000
0.151,0.196,0.197,1.000
-0.020,0.011,0.017,0.000
0.030,-0.074,0.061,0.000
0.226,0.200,0.174,1.000
0.043,0.224,0.123,1.000
-0.045,-0.020,-0.035,0.000
0.079,0.039,0.029,0.000
0.196,0.259,0.169,1.000
-0.009,0.005,0.042,0.000
-0.015,0.194,0.195,1.000
-0.093,0.046,-0.008,0.000
-0.068,0.078,-0.085,0.000
0.275,0.167,0.192,1.000
0.340,0.177,0.208,1.000
0.362,0.264,0.244,1.000
0.437,0.201,0.186,1.000
0.138,0.117,0.173,1.000
0.121,-0.023,0.016,0.000
0.144,0.286,0.212,1.000
0.041,0.057,-0.011,0.000
0.207,0.244,0.272,1.000
0.146,0.242,0.205,1.000
0.144,0.179,0.123,1.000
-0.061,-0.043,-0.045,0.000
0.236,0.178,0.141,1.000
0.206,0.209,0.234,1.000
0.005,0.049,0.008,0.000
0.008,-0.057,0.033,0.000
0.045,0.106,0.224,1.000
0.219,0.162,0.253,1.000
0.192,0.252,0.289,1.000
-0.011,-0.054,0.039,0.000
0.026,0.199,0.190,1.000
0.369,0.132,0.160,1.000
0.151,0.279,0.209,1.000
-0.041,0.044,-0.055,0.000
0.012,-0.034,0.083,0.000
0.049,0.093,0.173,1.000
0.192,0.196,0.155,1.000
0.196,0.157,0.187,1.000
-0.038,0.020,-0.071,0.000
0.197,0.206,0.206,1.000
0.098,0.051,-0.032,0.000
0.044,-0.031,0.034,0.000
0.219,0.212,0.243,1.000
0.175,0.168,0.251,1.000
0.003,-0.002,-0.000,0.000
-0.040,-0.099,-0.067,0.000
-0.046,0.010,-0.008,0.000
0.304,0.242,0.191,1.000
0.214,0.246,0.212,1.000
0.115,0.191,0.193,1.000
0.116,0.077,-0.060,0.000
0.364,0.200,0.174,1.000
0.248,0.165,0.270,1.000
0.175,0.233,0.284,1.000
0.058,-0.033,0.011,0.000
0.227,0.127,0.189,1.000
-0.023,-0.045,-0.031,0.000
0.277,0.222,0.219,1.000
-0.023,0.026,-0.067,0.000
0.112,0.207,0.141,1.000
0.405,0.197,0.269,1.000
0.149,0.202,0.156,1.000
-0.019,0.141,0.174,1.000
0.163,0.271,0.289,1.000
0.066,0.234,0.172,1.000
0.356,0.203,0.201,1.000
0.038,0.067,0.049,0.000
0.385,0.109,0.286,1.000
0.069,-0.026,0.095,0.000
0.239,0.194,0.261,1.000
0.169,0.266,0.255,1.000
0.021,-0.043,0.065,0.000
0.038,-0.041,0.065,0.000
0.088,0.106,0.151,1.000
-0.029,-0.004,0.014,0.000
0.132,0.142,0.259,1.000
-0.058,0.005,0.027,0.000
0.009,0.290,0.220,1.000
0.054,0.043,-0.047,0.000
0.174,0.180,0.115,1.000
0.105,0.258,0.132,1.000
0.048,0.253,0.191,1.000
0.280,0.239,0.272,1.000
-0.037,0.096,0.045,0.000
0.197,0.199,0.238,1.000
0.203,0.161,0.275,1.000
0.219,0.222,0.188,1.000
0.161,0.097,-0.011,0.000
-0.068,-0.006,-0.078,0.000
0.057,0.016,-0.103,0.000
0.003,0.045,0.004,0.000
0.095,0.214,0.172,1.000
-0.015,0.002,0.089,0.000
0.057,0.095,0.002,0.000
0.007,0.027,-0.024,0.000
0.186,0.240,0.214,1.000
-0.016,0.024,-0.042,0.000
0.144,0.199,0.200,1.000
0.090,0.038,0.116,0.000
-0.054,0.017,-0.003,0.000
-0.019,0.020,0.025,0.000
0.445,0.170,0.201,1.000
0.130,0.209,0.243,1.000
0.282,0.120,0.253,1.000
0.128,0.218,0.266,1.000
0.016,0.093,0.047,0.000
-0.052,-0.034,0.053,0.000
0.039,0.216,0.267,1.000
0.232,0.251,0.124,1.000
0.012,0.061,0.026,0.000
-0.029,-0.041,-0.048,0.000
0.121,0.043,-0.059,0.000
-0.073,-0.087,-0.002,0.000
0.007,-0.058,0.002,0.000
0.051,0.012,0.023,0.000
-0.040,0.019,0.004,0.000
0.210,0.200,0.183,1.000
0.143,0.182,0.179,1.000
0.048,0.002,0.050,0.000
0.261,0.215,0.147,1.000
0.149,0.212,0.151,1.000
0.244,0.194,0.255,1.000
0.078,-0.045,0.025,0.000
0.035,-0.064,0.045,0.000
0.210,0.141,0.210,1.000
0.009,0.041,0.006,0.000
-0.046,0.297,0.234,1.000
0.092,0.105,0.222,1.000
0.224,0.271,0.186,1.000
0.003,0.028,0.002,0.000
0.044,0.031,-0.037,0.000
0.121,0.134,0.151,1.000
0.010,-0.095,-0.013,0.000
-0.115,-0.007,-0.120,0.000
-0.014,0.013,0.010,0.000
0.149,0.102,0.148,1.000
-0.017,0.213,0.206,1.000
0.247,0.269,0.186,1.000
0.275,0.210,0.206,1.000
-0.026,0.037,-0.031,0.000
0.022,0.083,-0.000,0.000
-0.109,-0.089,0.038,0.000
0.028,-0.136,0.003,0.000
0.199,0.207,0.272,1.000
0.089,0.185,0.287,1.000
0.216,0.150,0.132,1.000
0.329,0.196,0.183,1.000
0.152,0.228,0.246,1.000
0.019,-0.105,-0.026,0.000
0.271,0.240,0.179,1.000
0.195,0.199,0.154,1.000
-0.015,-0.011,0.036,0.000
0.018,-0.061,-0.038,0.000
0.259,0.218,0.219,1.000
0.003,0.066,0.034,0.000
0.007,0.022,0.012,0.000
0.254,0.282,0.169,1.000
0.027,0.048,0.020,0.000
-0.029,0.043,-0.037,0.000
0.037,-0.052,-0.018,0.000
-0.095,0.066,0.021,0.000
0.084,0.073,0.004,0.000
0.101,-0.068,-0.056,0.000
0.277,0.250,0.162,1.000
0.248,0.137,0.225,1.000
0.029,0.062,0.039,0.000
0.025,0.055,-0.043,0.000
0.019,0.046,0.094,0.000
0.137,0.245,0.194,1.000
-0.051,0.030,0.027,0.000
0.140,0.195,0.167,1.000
-0.023,-0.080,0.047,0.000
0.187,0.144,0.225,1.000
0.225,0.265,0.123,1.000
-0.056,-0.076,-0.001,0.000
-0.023,-0.028,-0.002,0.000
0.022,-0.043,0.085,0.000
0.082,0.041,-0.007,0.000
0.007,-0.107,-0.025,0.000
0.271,0.119,0.201,1.000
-0.069,0.050,0.075,0.000
0.013,-0.007,-0.019,0.000
-0.016,-0.008,0.092,0.000
-0.040,0.080,-0.043,0.000
-0.066,0.071,0.025,0.000
0.398,0.351,0.224,1.000
0.204,0.131,0.234,1.000
0.160,0.183,0.279,1.000
0.138,0.149,0.198,1.000
0.021,-0.022,0.042,0.000
0.245,0.219,0.284,1.000
0.013,-0.059,0.024,0.000
0.068,0.063,-0.006,0.000
0.204,0.209,0.236,1.000
0.022,0.055,-0.021,0.000
0.022,-0.016,-0.047,0.000
0.020,-0.003,-0.004,0.000
-0.019,0.015,0.051,0.000
0.213,0.151,0.280,1.000
0.138,0.220,0.273,1.000
0.026,0.069,0.043,0.000
0.228,0.278,0.211,1.000
0.025,0.063,-0.039,0.000
-0.034,-0.056,0.034,0.000
-0.044,-0.013,0.017,0.000
-0.020,0.019,0.032,0.000
0.330,0.159,0.210,1.000
0.156,0.219,0.143,1.000
0.009,-0.027,0.062,0.000
0.161,0.182,0.134,1.000
0.012,-0.035,0.103,0.000
0.161,0.177,0.125,1.000
0.055,0.169,0.282,1.000
-0.055,0.022,-0.013,0.000
0.002,-0.021,0.035,0.000
0.235,0.247,0.208,1.000
0.239,0.259,0.214,1.000
0.257,0.189,0.201,1.000
0.241,0.162,0.272,1.000
0.423,0.173,0.179,1.000
0.268,0.110,0.180,1.000
0.317,0.260,0.198,1.000
0.286,0.162,0.170,1.000
0.338,0.146,0.285,1.000
0.044,0.072,0.036,0.000
-0.037,-0.041,-0.043,0.000
0.330,0.208,0.181,1.000
0.266,0.147,0.194,1.000
0.086,0.023,-0.023,0.000
0.187,0.257,0.158,1.000
0.007,-0.009,-0.037,0.000
0.057,-0.071,-0.028,0.000
0.110,0.002,-0.051,0.000
0.074,0.059,-0.014,0.000
0.145,0.190,0.198,1.000
0.011,0.037,0.014,0.000
0.055,0.146,0.180,1.000
0.152,0.160,0.169,1.000
0.306,0.214,0.098,1.000
-0.103,0.036,0.058,0.000
0.372,0.266,0.179,1.000
-0.080,0.028,-0.037,0.000
0.235,0.179,0.221,1.000
-0.023,-0.008,-0.000,0.000
0.037,-0.005,-0.051,0.000
0.184,0.211,0.289,1.000
0.047,0.287,0.259,1.000
0.179,0.226,0.193,1.000
-0.049,-0.088,0.026,0.000
0.244,0.147,0.163,1.000
-0.083,-0.051,0.009,0.000
0.074,-0.009,-0.042,0.000
0.162,0.249,0.208,1.000
-0.040,0.023,0.014,0.000
-0.042,-0.039,0.061,0.000
0.087,0.002,-0.110,0.000
0.004,0.026,-0.048,0.000
-0.001,-0.068,-0.000,0.000
0.064,0.007,0.007,0.000
0.023,-0.067,0.030,0.000
0.192,0.076,0.172,1.000
-0.080,0.038,-0.026,0.000
-0.019,0.035,-0.011,0.000
0.144,0.169,0.251,1.000
0.167,0.327,0.097,1.000
0.141,0.233,0.194,1.000
-0.069,-0.004,-0.116,0.000
0.226,0.193,0.241,1.000
0.037,-0.018,0.041,0.000
0.113,0.279,0.150,1.000
0.095,0.218,0.155,1.000
0.207,0.232,0.182,1.000
0.149,0.199,0.181,1.000
0.188,0.251,0.180,1.000
0.256,0.173,0.208,1.000
0.101,0.128,0.266,1.000
-0.026,-0.012,0.012,0.000
0.290,0.169,0.161,1.000
0.051,-0.016,0.020,0.000
0.115,0.165,0.200,1.000
0.193,0.219,0.166,1.000
0.179,0.210,0.271,1.000
-0.018,-0.004,0.052,0.000
0.087,0.268,0.137,1.000
0.111,0.173,0.242,1.000
0.261,0.290,0.160,1.000
0.320,0.207,0.240,1.000
0.192,0.299,0.271,1.000
0.201,0.124,0.184,1.000
0.097,-0.079,0.038,0.000
0.372,0.205,0.260,1.000
0.049,-0.024,0.005,0.000
0.164,0.218,0.178,1.000
-0.044,0.252,0.245,1.000
0.045,0.240,0.274,1.000
0.244,0.176,0.211,1.000
0.003,-0.023,-0.011,0.000
0.048,-0.034,-0.054,0.000
0.328,0.139,0.266,1.000
0.234,0.153,0.182,1.000
0.026,0.048,-0.064,0.000
0.020,-0.076,-0.043,0.000
-0.081,0.052,-0.002,0.000
0.065,0.088,-0.066,0.000
0.182,0.219,0.229,1.000
0.250,0.247,0.165,1.000
0.068,0.004,-0.030,0.000
0.025,0.193,0.135,1.000
0.121,0.201,0.175,1.000
0.037,-0.034,0.009,0.000
0.048,0.083,-0.000,0.000
0.024,0.011,-0.082,0.000
0.046,-0.037,0.097,0.000
0.231,0.208,0.134,1.000
-0.014,0.024,0.074,0.000
0.002,0.031,0.018,0.000
0.061,-0.049,-0.052,0.000
0.018,0.042,0.024,0.000
0.143,0.139,0.180,1.000
0.025,0.023,-0.006,0.000
0.240,0.195,0.256,1.000
-0.066,0.041,0.112,0.000
0.060,0.030,-0.135,0.000
0.063,0.008,-0.015,0.000
0.400,0.204,0.158,1.000
0.146,0.184,0.172,1.000
-0.021,-0.041,0.069,0.000
0.018,0.066,-0.017,0.000
-0.002,-0.002,0.070,0.000
0.000,0.224,0.239,1.000
0.064,0.227,0.211,1.000
0.063,0.226,0.252,1.000
-0.098,0.212,0.177,1.000
0.064,-0.059,-0.025,0.000
-0.108,-0.086,-0.023,0.000
0.270,0.096,0.163,1.000
0.224,0.270,0.211,1.000
0.014,0.003,-0.025,0.000
-0.056,-0.049,-0.038,0.000
-0.088,-0.026,0.058,0.000
0.072,0.223,0.174,1.000
0.271,0.203,0.152,1.000
0.113,0.189,0.112,1.000
0.077,0.032,0.068,0.000
0.174,0.182,0.158,1.000
0.194,0.191,0.184,1.000
0.279,0.166,0.166,1.000
0.040,0.002,0.004,0.000
-0.040,-0.023,0.002,0.000
0.035,0.006,0.001,0.000
0.064,0.233,0.222,1.000
-0.023,0.016,-0.103,0.000
0.096,0.174,0.168,1.000
0.150,0.139,0.186,1.000
0.200,0.201,0.176,1.000
0.009,0.053,0.089,0.000
-0.018,-0.069,0.028,0.000
0.208,0.119,0.091,1.000
-0.084,0.023,-0.017,0.000
0.005,-0.058,-0.018,0.000
0.300,0.194,0.142,1.000
-0.042,-0.125,0.076,0.000
-0.059,-0.027,0.022,0.000
0.270,0.173,0.259,1.000
0.229,0.236,0.205,1.000
0.151,0.200,0.231,1.000
0.064,0.052,-0.004,0.000
0.039,-0.054,0.040,0.000
0.031,0.027,-0.061,0.000
-0.018,-0.056,-0.003,0.000
0.285,0.228,0.191,1.000
0.032,0.193,0.209,1.000
0.082,-0.018,0.060,0.000
0.125,0.281,0.167,1.000
0.007,-0.026,-0.059,0.000
0.086,-0.020,-0.056,0.000
0.003,0.006,0.081,0.000
0.225,0.162,0.187,1.000
0.059,0.125,0.216,1.000
-0.076,-0.106,-0.027,0.000
-0.011,0.030,-0.026,0.000
0.014,0.126,0.255,1.000
0.054,-0.045,-0.046,0.000
0.226,0.238,0.215,1.000
0.180,0.230,0.191,1.000
0.190,0.129,0.279,1.000
-0.034,-0.010,-0.099,0.000
0.022,0.082,0.035,0.000
0.174,0.096,0.176,1.000
0.122,0.052,0.032,0.000
-0.039,-0.011,0.013,0.000
0.230,0.188,0.295,1.000
0.117,0.276,0.123,1.000
0.152,0.224,0.316,1.000
0.215,0.211,0.162,1.000
0.025,0.030,-0.066,0.000
-0.027,0.052,0.023,0.000
0.032,0.040,-0.002,0.000
0.184,0.215,0.208,1.000
0.060,-0.098,-0.018,0.000
0.490,0.236,0.130,1.000
-0.042,0.016,-0.024,0.000
0.079,0.197,0.241,1.000
-0.039,0.010,-0.016,0.000
0.055,-0.034,0.018,0.000
-0.026,0.013,0.016,0.000
0.159,0.197,0.274,1.000
0.247,0.215,0.182,1.000
0.059,0.042,-0.036,0.000
0.204,0.239,0.227,1.000
0.415,0.165,0.292,1.000
0.155,0.013,0.237,1.000
-0.002,0.039,0.000,0.000
0.121,-0.003,0.005,0.000
0.168,0.237,0.228,1.000
0.080,0.084,0.062,0.000
0.355,0.200,0.086,1.000
0.296,0.233,0.232,1.000
0.040,-0.112,0.137,0.000
0.207,0.169,0.170,1.000
0.213,0.166,0.194,1.000
0.024,0.106,-0.020,0.000
0.255,0.206,0.235,1.000
0.155,0.240,0.255,1.000
0.103,0.213,0.203,1.000
0.111,0.025,-0.054,0.000
0.204,0.172,0.209,1.000
0.321,0.142,0.196,1.000
0.018,-0.098,0.010,0.000
-0.001,0.032,-0.021,0.000
0.025,-0.034,-0.055,0.000
0.303,0.207,0.213,1.000
0.241,0.236,0.268,1.000
-0.044,-0.015,-0.022,0.000
0.059,-0.009,-0.058,0.000
0.029,-0.048,0.018,0.000
-0.028,0.035,0.013,0.000
0.266,0.182,0.262,1.000
0.123,0.230,0.189,1.000
0.173,0.180,0.216,1.000
0.235,0.076,0.193,1.000
0.172,0.137,0.217,1.000
0.191,0.225,0.183,1.000
-0.086,0.001,0.036,0.000
0.003,0.088,0.031,0.000
-0.024,-0.004,0.010,0.000
0.330,0.190,0.188,1.000
0.033,-0.018,0.071,0.000
0.030,0.022,-0.088,0.000
0.028,0.037,0.012,0.000
0.144,0.199,0.195,1.000
0.132,0.179,0.190,1.000
-0.035,-0.046,-0.006,0.000
0.031,-0.017,0.106,0.000
0.273,0.205,0.196,1.000
0.181,0.215,0.205,1.000
0.168,0.215,0.166,1.000
0.256,0.188,0.225,1.000
0.150,0.164,0.299,1.000
0.343,0.152,0.239,1.000
0.030,0.065,-0.056,0.000
0.049,0.142,0.171,1.000
0.185,0.276,0.157,1.000
0.260,0.166,0.190,1.000
-0.066,0.059,0.023,0.000
0.001,-0.055,0.054,0.000
0.087,0.062,-0.071,0.000
0.085,0.242,0.191,1.000
0.135,0.194,0.293,1.000
0.064,0.025,-0.031,0.000
-0.013,0.091,-0.004,0.000
0.016,-0.050,0.018,0.000
0.192,0.190,0.202,1.000
0.108,0.237,0.162,1.000
0.020,0.031,0.033,0.000
-0.031,-0.017,-0.047,0.000
0.134,0.084,-0.105,0.000
0.178,0.229,0.170,1.000
0.319,0.123,0.136,1.000
0.173,0.125,0.187,1.000
-0.044,0.017,0.075,0.000
0.231,0.163,0.189,1.000
-0.046,0.059,-0.014,0.000
-0.021,-0.049,-0.057,0.000
0.296,0.208,0.253,1.000
0.214,0.183,0.194,1.000
0.105,0.157,0.233,1.000
0.194,0.215,0.180,1.000
0.050,0.259,0.232,1.000
0.001,0.034,-0.016,0.000
0.051,-0.054,0.077,0.000
0.010,-0.027,0.093,0.000
0.284,0.170,0.144,1.000
0.014,0.030,0.040,0.000
0.060,-0.024,-0.037,0.000
0.036,-0.042,0.099,0.000
0.151,0.272,0.234,1.000
0.366,0.190,0.258,1.000
0.041,-0.009,-0.014,0.000
-0.013,-0.020,-0.034,0.000
0.040,-0.010,-0.033,0.000
0.268,0.135,0.182,1.000
-0.108,0.071,-0.016,0.000
0.279,0.288,0.175,1.000
0.389,0.196,0.225,1.000
0.167,0.150,0.206,1.000
0.020,-0.027,-0.008,0.000
0.148,0.208,0.229,1.000
0.098,0.181,0.216,1.000
0.200,0.211,0.154,1.000
-0.005,0.005,-0.012,0.000
-0.096,-0.043,-0.007,0.000
0.051,-0.056,0.076,0.000
0.153,0.268,0.212,1.000
0.182,0.146,0.223,1.000
0.011,-0.005,0.050,0.000
0.276,0.182,0.194,1.000
-0.039,0.007,0.013,0.000
0.174,0.186,0.236,1.000
0.091,0.039,-0.006,0.000
0.082,0.207,0.199,1.000
0.139,0.254,0.160,1.000
0.219,0.108,0.206,1.000
0.162,0.171,0.200,1.000
0.337,0.269,0.214,1.000
0.183,0.211,0.205,1.000
-0.074,0.046,0.069,0.000
-0.004,0.044,-0.048,0.000
0.087,0.129,0.160,1.000
0.033,0.055,0.026,0.000
0.199,0.253,0.154,1.000
0.470,0.190,0.107,1.000
0.260,0.254,0.280,1.000
-0.050,0.002,0.027,0.000
-0.033,-0.038,0.056,0.000
-0.010,-0.011,0.020,0.000
0.009,-0.059,-0.106,0.000
0.127,0.299,0.153,1.000
0.226,0.236,0.248,1.000
0.232,0.135,0.249,1.000
-0.019,0.065,-0.026,0.000
0.248,0.153,0.257,1.000
-0.062,-0.018,0.026,0.000
-0.010,0.111,-0.010,0.000
0.011,0.026,-0.086,0.000
0.026,0.005,-0.049,0.000
-0.002,0.265,0.115,1.000
0.030,-0.017,-0.007,0.000
-0.071,0.026,-0.026,0.000
0.183,0.142,0.255,1.000
0.067,0.038,-0.017,0.000
-0.001,0.055,-0.061,0.000
0.195,0.113,0.241,1.000
0.209,0.203,0.207,1.000
-0.049,0.006,0.072,0.000
0.249,0.105,0.218,1.000
-0.079,0.013,-0.060,0.000
0.243,0.196,0.188,1.000
0.012,-0.009,0.061,0.000
0.030,0.021,0.150,0.000
0.237,0.160,0.145,1.000
-0.013,-0.074,0.058,0.000
0.262,0.235,0.186,1.000
-0.015,0.014,0.009,0.000
0.064,0.016,-0.079,0.000
0.014,-0.114,0.019,0.000
0.177,0.128,0.254,1.000
0.122,0.225,0.179,1.000
0.349,0.198,0.190,1.000
0.243,0.111,0.132,1.000
0.247,0.199,0.158,1.000
0.305,0.190,0.271,1.000
0.165,0.162,0.134,1.000
0.198,0.258,0.227,1.000
0.292,0.246,0.181,1.000
0.024,0.038,0.053,0.000
-0.011,0.014,0.025,0.000
-0.010,-0.022,-0.033,0.000
0.147,0.225,0.226,1.000
0.049,0.007,-0.093,0.000
0.038,-0.060,-0.112,0.000
0.058,0.081,-0.035,0.000
-0.004,0.047,-0.007,0.000
0.171,0.262,0.195,1.000
-0.035,0.035,0.027,0.000
0.463,0.284,0.108,1.000
-0.012,0.031,-0.049,0.000
0.435,0.158,0.183,1.000
0.424,0.241,0.148,1.000
0.067,-0.116,0.127,0.000
-0.044,-0.027,0.006,0.000
0.360,0.204,0.188,1.000
0.111,0.278,0.175,1.000
0.051,-0.004,0.066,0.000
-0.017,-0.042,0.004,0.000
0.077,0.026,-0.007,0.000
0.157,0.130,0.220,1.000
0.058,-0.024,-0.040,0.000
0.111,0.265,0.210,1.000
0.146,-0.079,0.000,0.000
0.214,0.156,0.200,1.000
0.163,0.262,0.119,1.000
0.163,0.199,0.166,1.000
0.082,0.186,0.290,1.000
-0.077,-0.038,0.066,0.000
0.037,0.018,0.103,0.000
-0.013,-0.050,-0.031,0.000
0.095,0.141,0.188,1.000
0.195,0.253,0.185,1.000
0.178,0.216,0.163,1.000
0.152,0.247,0.061,1.000
0.003,-0.015,0.078,0.000
-0.030,0.030,-0.062,0.000
0.294,0.110,0.199,1.000
-0.088,0.035,0.098,0.000
0.291,0.125,0.214,1.000
0.075,0.245,0.224,1.000
0.348,0.160,0.272,1.000
-0.016,0.012,0.104,0.000
0.362,0.175,0.231,1.000
0.288,0.188,0.159,1.000
0.271,0.189,0.164,1.000
0.009,0.076,0.073,0.000
0.014,0.181,0.253,1.000
0.027,0.006,0.031,0.000
0.014,0.078,-0.007,0.000
0.008,0.104,0.010,0.000
-0.034,0.077,0.034,0.000
0.296,0.060,0.212,1.000
0.006,0.166,0.320,1.000
-0.014,-0.032,-0.012,0.000
0.009,0.056,0.056,0.000
0.055,0.020,-0.008,0.000
0.001,0.127,0.081,0.000
-0.052,-0.028,0.127,0.000
-0.026,-0.017,0.001,0.000
-0.059,-0.096,-0.061,0.000
0.229,0.241,0.128,1.000
0.043,-0.097,0.074,0.000
-0.045,-0.022,0.003,0.000
0.013,0.005,-0.039,0.000
0.204,0.272,0.173,1.000
-0.050,0.052,-0.050,0.000
0.207,0.152,0.105,1.000
0.022,-0.014,0.047,0.000
0.224,0.236,0.105,1.000
0.091,0.168,0.219,1.000
0.160,0.082,0.238,1.000
0.074,0.088,0.190,1.000
-0.006,-0.027,0.034,0.000
0.005,0.013,0.006,0.000
0.290,0.226,0.234,1.000
0.099,0.190,0.102,1.000
-0.014,-0.013,0.072,0.000
0.035,0.082,-0.058,0.000
0.196,0.234,0.265,1.000
-0.041,-0.024,0.051,0.000
-0.015,0.075,-0.005,0.000
-0.048,-0.009,0.023,0.000
-0.035,0.016,-0.207,0.000
0.159,0.139,0.199,1.000
0.065,0.200,0.225,1.000
0.039,0.293,0.141,1.000
0.033,-0.058,0.022,0.000
0.173,0.221,0.251,1.000
0.011,-0.034,0.003,0.000
-0.088,-0.026,0.028,0.000
0.164,0.235,0.172,1.000
-0.083,0.020,-0.050,0.000
0.269,0.158,0.156,1.000
0.092,0.160,0.212,1.000
0.086,0.218,0.253,1.000
0.376,0.309,0.186,1.000
0.171,0.203,0.198,1.000
0.345,0.180,0.226,1.000
0.048,-0.075,0.018,0.000
0.296,0.156,0.075,1.000
0.029,0.209,0.223,1.000
0.077,0.143,0.283,1.000
-0.117,0.005,0.040,0.000
0.030,0.016,-0.023,0.000
0.020,0.022,-0.014,0.000
0.211,0.204,0.280,1.000
0.161,0.133,0.211,1.000
0.065,-0.073,0.032,0.000
0.212,0.275,0.211,1.000
0.005,-0.008,0.013,0.000
-0.069,0.095,-0.009,0.000
0.056,-0.055,0.001,0.000
0.219,0.217,0.154,1.000
-0.039,0.056,-0.026,0.000
-0.041,0.083,-0.103,0.000
0.034,0.051,0.004,0.000
-0.033,-0.049,-0.009,0.000
0.009,-0.035,-0.078,0.000
-0.063,-0.023,-0.022,0.000
0.154,0.224,0.178,1.000
0.306,0.299,0.158,1.000
0.312,0.149,0.168,1.000
0.021,0.008,0.025,0.000
0.170,0.163,0.153,1.000
0.049,0.269,0.146,1.000
0.408,0.290,0.203,1.000
0.123,0.241,0.198,1.000
0.263,0.131,0.169,1.000
0.163,0.261,0.113,1.000
0.142,0.198,0.230,1.000
0.170,0.320,0.247,1.000
-0.015,-0.038,0.082,0.000
0.109,0.158,0.186,1.000
0.133,0.357,0.240,1.000
0.092,0.151,0.168,1.000
0.133,-0.058,0.040,0.000
0.180,0.227,0.193,1.000
0.164,0.179,0.225,1.000
0.279,0.180,0.097,1.000
0.284,0.201,0.172,1.000
-0.021,-0.025,0.045,0.000
0.015,0.032,0.026,0.000
0.294,0.215,0.234,1.000
0.318,0.210,0.193,1.000
0.050,0.084,0.001,0.000
0.255,0.260,0.220,1.000
0.275,0.194,0.131,1.000
0.064,-0.093,-0.092,0.000
0.064,-0.030,-0.039,0.000
-0.053,-0.087,-0.043,0.000
0.264,0.194,0.232,1.000
0.101,0.314,0.271,1.000
-0.033,-0.064,-0.036,0.000
0.098,0.150,0.238,1.000
0.226,0.196,0.185,1.000
0.125,0.184,0.163,1.000
0.070,0.059,0.041,0.000
0.037,0.003,0.026,0.000
0.032,0.004,0.054,0.000
-0.050,-0.023,-0.046,0.000
0.287,0.222,0.143,1.000
0.005,-0.003,0.050,0.000
0.099,0.236,0.112,1.000
0.030,0.018,0.032,0.000
0.038,0.017,-0.006,0.000
0.290,0.214,0.202,1.000
0.378,0.231,0.212,1.000
0.106,0.157,0.175,1.000
0.012,0.024,0.006,0.000
0.194,0.158,0.155,1.000
0.363,0.168,0.239,1.000
0.214,0.191,0.282,1.000
0.036,0.030,0.040,0.000
-0.031,0.053,0.036,0.000
0.052,0.003,0.011,0.000
-0.015,0.025,0.026,0.000
0.267,0.251,0.160,1.000
0.102,0.279,0.252,1.000
0.280,0.219,0.203,1.000
-0.000,-0.024,-0.027,0.000
0.240,0.155,0.141,1.000
0.210,0.213,0.265,1.000
-0.053,0.034,-0.004,0.000
0.151,0.227,0.220,1.000
0.196,0.162,0.073,1.000
0.005,-0.063,0.036,0.000
0.107,0.200,0.240,1.000
0.077,0.204,0.213,1.000
0.435,0.185,0.242,1.000
-0.002,0.074,0.026,0.000
0.147,0.216,0.231,1.000
0.184,0.113,0.245,1.000
-0.048,0.047,0.010,0.000
0.113,0.174,0.219,1.000
0.188,0.251,0.204,1.000
-0.039,-0.096,-0.022,0.000
-0.008,0.141,0.003,0.000
-0.075,-0.014,-0.014,0.000
0.288,0.245,0.139,1.000
-0.047,-0.081,-0.031,0.000
0.138,0.126,0.223,1.000
0.077,0.217,0.178,1.000
0.361,0.164,0.188,1.000
-0.028,-0.038,-0.013,0.000
-0.066,0.036,0.067,0.000
0.150,0.208,0.225,1.000
0.156,0.137,0.117,1.000
0.320,0.187,0.215,1.000
0.309,0.243,0.202,1.000
0.057,-0.011,0.028,0.000
0.378,0.246,0.144,1.000
0.289,0.209,0.107,1.000
0.075,-0.008,-0.055,0.000
0.362,0.152,0.166,1.000
0.051,0.068,-0.025,0.000
0.217,0.142,0.274,1.000
0.016,-0.038,-0.008,0.000
0.055,0.096,0.019,0.000
0.070,0.001,0.000,0.000
0.068,0.021,-0.008,0.000
0.005,0.259,0.167,1.000
-0.096,0.005,0.019,0.000
